"link","status"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_columbia-blue_08.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_columbia-blue_09.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_columbia-blue_10.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_columbia-blue_11.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_columbia-blue_12.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","false"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_01.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_02.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_03.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_04.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
"https://team.outdoorcap.com/media/catalog/product/p/t/ptm-850_dark-green_05.jpg?quality=80&bg-color=255,255,255&fit=bounds&height=1200&width=1200&canvas=222:200","true"
